Year,Jury or Televoting,From country,To country,Points
2016,T,The Netherlands,Croatia,0
2016,T,The Netherlands,Cyprus,0
2016,T,The Netherlands,Czech Republic,0
2016,T,The Netherlands,France,4
2016,T,The Netherlands,Georgia,0
2016,T,The Netherlands,Germany,0
2016,T,The Netherlands,Hungary,0
2016,T,The Netherlands,Israel,0
2016,T,The Netherlands,Italy,0
2016,T,The Netherlands,Latvia,0
2016,T,The Netherlands,Lithuania,0
2016,T,The Netherlands,Malta,0
2016,T,The Netherlands,Poland,10
2016,T,The Netherlands,Russia,3
2016,T,The Netherlands,Serbia,0
2016,T,The Netherlands,Spain,0
2016,T,The Netherlands,Sweden,2
2016,T,The Netherlands,Ukraine,7
2016,T,The Netherlands,United Kingdom,0
2016,T,Ukraine,Armenia,7
2016,T,Ukraine,Australia,4
2016,T,Ukraine,Austria,0
2016,T,Ukraine,Azerbaijan,10
2016,T,Ukraine,Belgium,0
2016,T,Ukraine,Bulgaria,2
2016,T,Ukraine,Croatia,0
2016,T,Ukraine,Cyprus,0
2016,T,Ukraine,Czech Republic,0
2016,T,Ukraine,France,0
2016,T,Ukraine,Georgia,6
2016,T,Ukraine,Germany,0
2016,T,Ukraine,Hungary,0
2016,T,Ukraine,Israel,0
2016,T,Ukraine,Italy,0
2016,T,Ukraine,Latvia,5
2016,T,Ukraine,Lithuania,3
2016,T,Ukraine,Malta,0
2016,T,Ukraine,Poland,8
2016,T,Ukraine,Russia,12
2016,T,Ukraine,Serbia,0
2016,T,Ukraine,Spain,0
2016,T,Ukraine,Sweden,1
2016,T,Ukraine,The Netherlands,0
2016,T,Ukraine,United Kingdom,0
2016,T,United Kingdom,Armenia,0
2016,T,United Kingdom,Australia,6
2016,T,United Kingdom,Austria,0
2016,T,United Kingdom,Azerbaijan,0
2016,T,United Kingdom,Belgium,0
2016,T,United Kingdom,Bulgaria,8
2016,T,United Kingdom,Croatia,0
2016,T,United Kingdom,Cyprus,2
2016,T,United Kingdom,Czech Republic,0
2016,T,United Kingdom,France,0
2016,T,United Kingdom,Georgia,0
2016,T,United Kingdom,Germany,0
2016,T,United Kingdom,Hungary,0
2016,T,United Kingdom,Israel,0
2016,T,United Kingdom,Italy,0
2016,T,United Kingdom,Latvia,3
2016,T,United Kingdom,Lithuania,12
2016,T,United Kingdom,Malta,0
2016,T,United Kingdom,Poland,10
2016,T,United Kingdom,Russia,7
2016,T,United Kingdom,Serbia,0
2016,T,United Kingdom,Spain,4
2016,T,United Kingdom,Sweden,1
2016,T,United Kingdom,The Netherlands,0
2016,T,United Kingdom,Ukraine,5
2017,J,Albania,Armenia,7
2017,J,Albania,Australia,4
2017,J,Albania,Austria,0
2017,J,Albania,Azerbaijan,2
2017,J,Albania,Belarus,0
2017,J,Albania,Belgium,0
2017,J,Albania,Bulgaria,10
2017,J,Albania,Croatia,0
2017,J,Albania,Cyprus,0
2017,J,Albania,Denmark,0
2017,J,Albania,France,5
2017,J,Albania,Germany,0
2017,J,Albania,Greece,1
2017,J,Albania,Hungary,0
2017,J,Albania,Israel,0
2017,J,Albania,Italy,12
2017,J,Albania,Moldova,0
2017,J,Albania,Norway,0
2017,J,Albania,Poland,0
2017,J,Albania,Portugal,6
2017,J,Albania,Romania,3
2017,J,Albania,Spain,0
2017,J,Albania,Sweden,0
2017,J,Albania,The Netherlands,0
2017,J,Albania,Ukraine,0
2017,J,Albania,United Kingdom,8
2017,J,Armenia,Australia,0
2017,J,Armenia,Austria,1
2017,J,Armenia,Azerbaijan,0
2017,J,Armenia,Belarus,0
2017,J,Armenia,Belgium,0
2017,J,Armenia,Bulgaria,0
2017,J,Armenia,Croatia,0
2017,J,Armenia,Cyprus,7
2017,J,Armenia,Denmark,0
2017,J,Armenia,France,3
2017,J,Armenia,Germany,0
2017,J,Armenia,Greece,10
2017,J,Armenia,Hungary,0
2017,J,Armenia,Israel,0
2017,J,Armenia,Italy,2
2017,J,Armenia,Moldova,8
2017,J,Armenia,Norway,5
2017,J,Armenia,Poland,0
2017,J,Armenia,Portugal,12
2017,J,Armenia,Romania,0
2017,J,Armenia,Spain,0
2017,J,Armenia,Sweden,6
2017,J,Armenia,The Netherlands,0
2017,J,Armenia,Ukraine,0
2017,J,Armenia,United Kingdom,4
2017,J,Australia,Armenia,1
2017,J,Australia,Austria,3
2017,J,Australia,Azerbaijan,0
2017,J,Australia,Belarus,0
2017,J,Australia,Belgium,0
2017,J,Australia,Bulgaria,8
2017,J,Australia,Croatia,0
2017,J,Australia,Cyprus,0
2017,J,Australia,Denmark,5
2017,J,Australia,France,0
2017,J,Australia,Germany,0
2017,J,Australia,Greece,0
2017,J,Australia,Hungary,0
2017,J,Australia,Israel,0
2017,J,Australia,Italy,0
2017,J,Australia,Moldova,10
2017,J,Australia,Norway,0
2017,J,Australia,Poland,2
2017,J,Australia,Portugal,7
2017,J,Australia,Romania,0
2017,J,Australia,Spain,0
2017,J,Australia,Sweden,6
2017,J,Australia,The Netherlands,4
2017,J,Australia,Ukraine,0
2017,J,Australia,United Kingdom,12
2017,J,Austria,Armenia,0
2017,J,Austria,Australia,0
2017,J,Austria,Azerbaijan,0
2017,J,Austria,Belarus,7
2017,J,Austria,Belgium,2
2017,J,Austria,Bulgaria,10
2017,J,Austria,Croatia,0
2017,J,Austria,Cyprus,0
2017,J,Austria,Denmark,0
2017,J,Austria,France,0
2017,J,Austria,Germany,0
2017,J,Austria,Greece,0
2017,J,Austria,Hungary,5
2017,J,Austria,Israel,0
2017,J,Austria,Italy,6
2017,J,Austria,Moldova,0
2017,J,Austria,Norway,3
2017,J,Austria,Poland,0
2017,J,Austria,Portugal,8
2017,J,Austria,Romania,0
2017,J,Austria,Spain,0
2017,J,Austria,Sweden,4
2017,J,Austria,The Netherlands,12
2017,J,Austria,Ukraine,0
2017,J,Austria,United Kingdom,1
2017,J,Azerbaijan,Armenia,0
2017,J,Azerbaijan,Australia,0
2017,J,Azerbaijan,Austria,0
2017,J,Azerbaijan,Belarus,12
2017,J,Azerbaijan,Belgium,0
2017,J,Azerbaijan,Bulgaria,2
2017,J,Azerbaijan,Croatia,1
2017,J,Azerbaijan,Cyprus,0
2017,J,Azerbaijan,Denmark,0
2017,J,Azerbaijan,France,0
2017,J,Azerbaijan,Germany,0
2017,J,Azerbaijan,Greece,5
2017,J,Azerbaijan,Hungary,0
2017,J,Azerbaijan,Israel,4
2017,J,Azerbaijan,Italy,0
2017,J,Azerbaijan,Moldova,10
2017,J,Azerbaijan,Norway,0
2017,J,Azerbaijan,Poland,6
2017,J,Azerbaijan,Portugal,8
2017,J,Azerbaijan,Romania,3
2017,J,Azerbaijan,Spain,0
2017,J,Azerbaijan,Sweden,0
2017,J,Azerbaijan,The Netherlands,0
2017,J,Azerbaijan,Ukraine,7
2017,J,Azerbaijan,United Kingdom,0
2017,J,Belarus,Armenia,0
2017,J,Belarus,Australia,7
2017,J,Belarus,Austria,4
2017,J,Belarus,Azerbaijan,0
2017,J,Belarus,Belgium,0
2017,J,Belarus,Bulgaria,12
2017,J,Belarus,Croatia,0
2017,J,Belarus,Cyprus,0
2017,J,Belarus,Denmark,3
2017,J,Belarus,France,0
2017,J,Belarus,Germany,0
2017,J,Belarus,Greece,0
2017,J,Belarus,Hungary,0
2017,J,Belarus,Israel,1
2017,J,Belarus,Italy,0
2017,J,Belarus,Moldova,0
2017,J,Belarus,Norway,6
2017,J,Belarus,Poland,2
2017,J,Belarus,Portugal,10
2017,J,Belarus,Romania,0
2017,J,Belarus,Spain,0
2017,J,Belarus,Sweden,8
2017,J,Belarus,The Netherlands,5
2017,J,Belarus,Ukraine,0
2017,J,Belarus,United Kingdom,0
2017,J,Belgium,Armenia,0
2017,J,Belgium,Australia,6
2017,J,Belgium,Austria,3
2017,J,Belgium,Azerbaijan,4
2017,J,Belgium,Belarus,0
2017,J,Belgium,Bulgaria,10
2017,J,Belgium,Croatia,0
2017,J,Belgium,Cyprus,5
2017,J,Belgium,Denmark,0
2017,J,Belgium,France,1
2017,J,Belgium,Germany,0
2017,J,Belgium,Greece,0
2017,J,Belgium,Hungary,0
2017,J,Belgium,Israel,0
2017,J,Belgium,Italy,0
2017,J,Belgium,Moldova,0
2017,J,Belgium,Norway,7
2017,J,Belgium,Poland,0
2017,J,Belgium,Portugal,8
2017,J,Belgium,Romania,0
2017,J,Belgium,Spain,0
2017,J,Belgium,Sweden,12
2017,J,Belgium,The Netherlands,0
2017,J,Belgium,Ukraine,0
2017,J,Belgium,United Kingdom,2
2017,J,Bulgaria,Armenia,4
2017,J,Bulgaria,Australia,0
2017,J,Bulgaria,Austria,12
2017,J,Bulgaria,Azerbaijan,5
2017,J,Bulgaria,Belarus,2
2017,J,Bulgaria,Belgium,0
2017,J,Bulgaria,Croatia,0
2017,J,Bulgaria,Cyprus,0
2017,J,Bulgaria,Denmark,0
2017,J,Bulgaria,France,0
2017,J,Bulgaria,Germany,0
2017,J,Bulgaria,Greece,6
2017,J,Bulgaria,Hungary,0
2017,J,Bulgaria,Israel,8
2017,J,Bulgaria,Italy,0
2017,J,Bulgaria,Moldova,0
2017,J,Bulgaria,Norway,0
2017,J,Bulgaria,Poland,7
2017,J,Bulgaria,Portugal,0
2017,J,Bulgaria,Romania,3
2017,J,Bulgaria,Spain,0
2017,J,Bulgaria,Sweden,0
2017,J,Bulgaria,The Netherlands,10
2017,J,Bulgaria,Ukraine,1
2017,J,Bulgaria,United Kingdom,0
2017,J,Croatia,Armenia,0
2017,J,Croatia,Australia,6
2017,J,Croatia,Austria,1
2017,J,Croatia,Azerbaijan,0
2017,J,Croatia,Belarus,5
2017,J,Croatia,Belgium,0
2017,J,Croatia,Bulgaria,10
2017,J,Croatia,Cyprus,0
2017,J,Croatia,Denmark,3
2017,J,Croatia,France,0
2017,J,Croatia,Germany,0
2017,J,Croatia,Greece,0
2017,J,Croatia,Hungary,12
2017,J,Croatia,Israel,0
2017,J,Croatia,Italy,0
2017,J,Croatia,Moldova,0
2017,J,Croatia,Norway,2
2017,J,Croatia,Poland,0
2017,J,Croatia,Portugal,7
2017,J,Croatia,Romania,0
2017,J,Croatia,Spain,0
2017,J,Croatia,Sweden,4
2017,J,Croatia,The Netherlands,8
2017,J,Croatia,Ukraine,0
2017,J,Croatia,United Kingdom,0
2017,J,Cyprus,Armenia,0
2017,J,Cyprus,Australia,4
2017,J,Cyprus,Austria,0
2017,J,Cyprus,Azerbaijan,1
2017,J,Cyprus,Belarus,0
2017,J,Cyprus,Belgium,3
2017,J,Cyprus,Bulgaria,7
2017,J,Cyprus,Croatia,0
2017,J,Cyprus,Denmark,0
2017,J,Cyprus,France,2
2017,J,Cyprus,Germany,0
2017,J,Cyprus,Greece,12
2017,J,Cyprus,Hungary,0
2017,J,Cyprus,Israel,0
2017,J,Cyprus,Italy,10
2017,J,Cyprus,Moldova,0
2017,J,Cyprus,Norway,0
2017,J,Cyprus,Poland,0
2017,J,Cyprus,Portugal,8
2017,J,Cyprus,Romania,0
2017,J,Cyprus,Spain,0
2017,J,Cyprus,Sweden,6
2017,J,Cyprus,The Netherlands,0
2017,J,Cyprus,Ukraine,0
2017,J,Cyprus,United Kingdom,5
2017,J,Czech Republic,Armenia,0
2017,J,Czech Republic,Australia,10
2017,J,Czech Republic,Austria,4
2017,J,Czech Republic,Azerbaijan,0
2017,J,Czech Republic,Belarus,0
2017,J,Czech Republic,Belgium,0
2017,J,Czech Republic,Bulgaria,2
2017,J,Czech Republic,Croatia,0
2017,J,Czech Republic,Cyprus,0
2017,J,Czech Republic,Denmark,6
2017,J,Czech Republic,France,0
2017,J,Czech Republic,Germany,0
2017,J,Czech Republic,Greece,0
2017,J,Czech Republic,Hungary,0
2017,J,Czech Republic,Israel,0
2017,J,Czech Republic,Italy,0
2017,J,Czech Republic,Moldova,3
2017,J,Czech Republic,Norway,0
2017,J,Czech Republic,Poland,1
2017,J,Czech Republic,Portugal,12
2017,J,Czech Republic,Romania,0
2017,J,Czech Republic,Spain,0
2017,J,Czech Republic,Sweden,7
2017,J,Czech Republic,The Netherlands,8
2017,J,Czech Republic,Ukraine,0
2017,J,Czech Republic,United Kingdom,5
2017,J,Denmark,Armenia,1
2017,J,Denmark,Australia,8
2017,J,Denmark,Austria,7
2017,J,Denmark,Azerbaijan,0
2017,J,Denmark,Belarus,0
2017,J,Denmark,Belgium,2
2017,J,Denmark,Bulgaria,4
2017,J,Denmark,Croatia,0
2017,J,Denmark,Cyprus,0
2017,J,Denmark,France,0
2017,J,Denmark,Germany,0
2017,J,Denmark,Greece,0
2017,J,Denmark,Hungary,0
2017,J,Denmark,Israel,0
2017,J,Denmark,Italy,0
2017,J,Denmark,Moldova,3
2017,J,Denmark,Norway,6
2017,J,Denmark,Poland,0
2017,J,Denmark,Portugal,10
2017,J,Denmark,Romania,0
2017,J,Denmark,Spain,0
2017,J,Denmark,Sweden,12
2017,J,Denmark,The Netherlands,5
2017,J,Denmark,Ukraine,0
2017,J,Denmark,United Kingdom,0
2017,J,Estonia,Armenia,0
2017,J,Estonia,Australia,7
2017,J,Estonia,Austria,0
2017,J,Estonia,Azerbaijan,0
2017,J,Estonia,Belarus,0
2017,J,Estonia,Belgium,2
2017,J,Estonia,Bulgaria,12
2017,J,Estonia,Croatia,0
2017,J,Estonia,Cyprus,0
2017,J,Estonia,Denmark,5
2017,J,Estonia,France,0
2017,J,Estonia,Germany,0
2017,J,Estonia,Greece,0
2017,J,Estonia,Hungary,1
2017,J,Estonia,Israel,0
2017,J,Estonia,Italy,0
2017,J,Estonia,Moldova,0
2017,J,Estonia,Norway,10
2017,J,Estonia,Poland,0
2017,J,Estonia,Portugal,8
2017,J,Estonia,Romania,0
2017,J,Estonia,Spain,0
2017,J,Estonia,Sweden,3
2017,J,Estonia,The Netherlands,4
2017,J,Estonia,Ukraine,0
2017,J,Estonia,United Kingdom,6
2017,J,F.Y.R. Macedonia,Armenia,0
2017,J,F.Y.R. Macedonia,Australia,8
2017,J,F.Y.R. Macedonia,Austria,0
2017,J,F.Y.R. Macedonia,Azerbaijan,0
2017,J,F.Y.R. Macedonia,Belarus,0
2017,J,F.Y.R. Macedonia,Belgium,0
2017,J,F.Y.R. Macedonia,Bulgaria,12
2017,J,F.Y.R. Macedonia,Croatia,0
2017,J,F.Y.R. Macedonia,Cyprus,0
2017,J,F.Y.R. Macedonia,Denmark,7
2017,J,F.Y.R. Macedonia,France,5
2017,J,F.Y.R. Macedonia,Germany,0
2017,J,F.Y.R. Macedonia,Greece,0
2017,J,F.Y.R. Macedonia,Hungary,0
2017,J,F.Y.R. Macedonia,Israel,0
2017,J,F.Y.R. Macedonia,Italy,0
2017,J,F.Y.R. Macedonia,Moldova,6
2017,J,F.Y.R. Macedonia,Norway,2
2017,J,F.Y.R. Macedonia,Poland,0
2017,J,F.Y.R. Macedonia,Portugal,10
2017,J,F.Y.R. Macedonia,Romania,4
2017,J,F.Y.R. Macedonia,Spain,0
2017,J,F.Y.R. Macedonia,Sweden,1
2017,J,F.Y.R. Macedonia,The Netherlands,0
2017,J,F.Y.R. Macedonia,Ukraine,0
2017,J,F.Y.R. Macedonia,United Kingdom,3
2017,J,Finland,Armenia,0
2017,J,Finland,Australia,10
2017,J,Finland,Austria,0
2017,J,Finland,Azerbaijan,0
2017,J,Finland,Belarus,0
2017,J,Finland,Belgium,0
2017,J,Finland,Bulgaria,6
2017,J,Finland,Croatia,0
2017,J,Finland,Cyprus,5
2017,J,Finland,Denmark,4
2017,J,Finland,France,0
2017,J,Finland,Germany,0
2017,J,Finland,Greece,0
2017,J,Finland,Hungary,0
2017,J,Finland,Israel,0
2017,J,Finland,Italy,7
2017,J,Finland,Moldova,3
2017,J,Finland,Norway,1
2017,J,Finland,Poland,0
2017,J,Finland,Portugal,8
2017,J,Finland,Romania,0
2017,J,Finland,Spain,0
2017,J,Finland,Sweden,12
2017,J,Finland,The Netherlands,0
2017,J,Finland,Ukraine,0
2017,J,Finland,United Kingdom,2
2017,J,France,Armenia,0
2017,J,France,Australia,2
2017,J,France,Austria,1
2017,J,France,Azerbaijan,0
2017,J,France,Belarus,0
2017,J,France,Belgium,0
2017,J,France,Bulgaria,5
2017,J,France,Croatia,0
2017,J,France,Cyprus,0
2017,J,France,Denmark,0
2017,J,France,Germany,0
2017,J,France,Greece,0
2017,J,France,Hungary,0
2017,J,France,Israel,6
2017,J,France,Italy,10
2017,J,France,Moldova,0
2017,J,France,Norway,7
2017,J,France,Poland,0
2017,J,France,Portugal,12
2017,J,France,Romania,0
2017,J,France,Spain,0
2017,J,France,Sweden,8
2017,J,France,The Netherlands,4
2017,J,France,Ukraine,0
2017,J,France,United Kingdom,3
2017,J,Georgia,Armenia,3
2017,J,Georgia,Australia,0
2017,J,Georgia,Austria,5
2017,J,Georgia,Azerbaijan,10
2017,J,Georgia,Belarus,0
2017,J,Georgia,Belgium,0
2017,J,Georgia,Bulgaria,6
2017,J,Georgia,Croatia,0
2017,J,Georgia,Cyprus,4
2017,J,Georgia,Denmark,0
2017,J,Georgia,France,0
2017,J,Georgia,Germany,0
2017,J,Georgia,Greece,0
2017,J,Georgia,Hungary,0
2017,J,Georgia,Israel,0
2017,J,Georgia,Italy,2
2017,J,Georgia,Moldova,0
2017,J,Georgia,Norway,7
2017,J,Georgia,Poland,0
2017,J,Georgia,Portugal,12
2017,J,Georgia,Romania,0
2017,J,Georgia,Spain,0
2017,J,Georgia,Sweden,8
2017,J,Georgia,The Netherlands,1
2017,J,Georgia,Ukraine,0
2017,J,Georgia,United Kingdom,0
2017,J,Germany,Armenia,0
2017,J,Germany,Australia,5
2017,J,Germany,Austria,2
2017,J,Germany,Azerbaijan,0
2017,J,Germany,Belarus,0
2017,J,Germany,Belgium,0
2017,J,Germany,Bulgaria,8
2017,J,Germany,Croatia,3
2017,J,Germany,Cyprus,0
2017,J,Germany,Denmark,0
2017,J,Germany,France,0
2017,J,Germany,Greece,0
2017,J,Germany,Hungary,1
2017,J,Germany,Israel,0
2017,J,Germany,Italy,0
2017,J,Germany,Moldova,0
2017,J,Germany,Norway,12
2017,J,Germany,Poland,0
2017,J,Germany,Portugal,10
2017,J,Germany,Romania,0
2017,J,Germany,Spain,0
2017,J,Germany,Sweden,4
2017,J,Germany,The Netherlands,7
2017,J,Germany,Ukraine,0
2017,J,Germany,United Kingdom,6
2017,J,Greece,Armenia,8
2017,J,Greece,Australia,0
2017,J,Greece,Austria,0
2017,J,Greece,Azerbaijan,10
2017,J,Greece,Belarus,3
2017,J,Greece,Belgium,0
2017,J,Greece,Bulgaria,2
2017,J,Greece,Croatia,0
2017,J,Greece,Cyprus,12
2017,J,Greece,Denmark,0
2017,J,Greece,France,0
2017,J,Greece,Germany,0
2017,J,Greece,Hungary,0
2017,J,Greece,Israel,0
2017,J,Greece,Italy,4
2017,J,Greece,Moldova,7
2017,J,Greece,Norway,0
2017,J,Greece,Poland,0
2017,J,Greece,Portugal,5
2017,J,Greece,Romania,6
2017,J,Greece,Spain,0
2017,J,Greece,Sweden,0
2017,J,Greece,The Netherlands,0
2017,J,Greece,Ukraine,0
2017,J,Greece,United Kingdom,1
2017,J,Hungary,Armenia,2
2017,J,Hungary,Australia,7
2017,J,Hungary,Austria,0
2017,J,Hungary,Azerbaijan,4
2017,J,Hungary,Belarus,0
2017,J,Hungary,Belgium,0
2017,J,Hungary,Bulgaria,10
2017,J,Hungary,Croatia,0
2017,J,Hungary,Cyprus,0
2017,J,Hungary,Denmark,5
2017,J,Hungary,France,0
2017,J,Hungary,Germany,0
2017,J,Hungary,Greece,0
2017,J,Hungary,Israel,0
2017,J,Hungary,Italy,0
2017,J,Hungary,Moldova,0
2017,J,Hungary,Norway,6
2017,J,Hungary,Poland,0
2017,J,Hungary,Portugal,12
2017,J,Hungary,Romania,0
2017,J,Hungary,Spain,0
2017,J,Hungary,Sweden,1
2017,J,Hungary,The Netherlands,8
2017,J,Hungary,Ukraine,0
2017,J,Hungary,United Kingdom,3
2017,J,Iceland,Armenia,0
2017,J,Iceland,Australia,10
2017,J,Iceland,Austria,0
2017,J,Iceland,Azerbaijan,0
2017,J,Iceland,Belarus,0
2017,J,Iceland,Belgium,2
2017,J,Iceland,Bulgaria,6
2017,J,Iceland,Croatia,0
2017,J,Iceland,Cyprus,0
2017,J,Iceland,Denmark,3
2017,J,Iceland,France,0
2017,J,Iceland,Germany,0
2017,J,Iceland,Greece,0
2017,J,Iceland,Hungary,4
2017,J,Iceland,Israel,0
2017,J,Iceland,Italy,5
2017,J,Iceland,Moldova,0
2017,J,Iceland,Norway,1
2017,J,Iceland,Poland,0
2017,J,Iceland,Portugal,12
2017,J,Iceland,Romania,0
2017,J,Iceland,Spain,0
2017,J,Iceland,Sweden,8
2017,J,Iceland,The Netherlands,0
2017,J,Iceland,Ukraine,0
2017,J,Iceland,United Kingdom,7
2017,J,Ireland,Armenia,0
2017,J,Ireland,Australia,0
2017,J,Ireland,Austria,7
2017,J,Ireland,Azerbaijan,1
2017,J,Ireland,Belarus,0
2017,J,Ireland,Belgium,12
2017,J,Ireland,Bulgaria,10
2017,J,Ireland,Croatia,0
2017,J,Ireland,Cyprus,0
2017,J,Ireland,Denmark,0
2017,J,Ireland,France,0
2017,J,Ireland,Germany,3
2017,J,Ireland,Greece,0
2017,J,Ireland,Hungary,0
2017,J,Ireland,Israel,0
2017,J,Ireland,Italy,0
2017,J,Ireland,Moldova,0
2017,J,Ireland,Norway,2
2017,J,Ireland,Poland,0
2017,J,Ireland,Portugal,5
2017,J,Ireland,Romania,8
2017,J,Ireland,Spain,0
2017,J,Ireland,Sweden,6
2017,J,Ireland,The Netherlands,4
2017,J,Ireland,Ukraine,0
2017,J,Ireland,United Kingdom,0
2017,J,Israel,Armenia,0
2017,J,Israel,Australia,0
2017,J,Israel,Austria,0
2017,J,Israel,Azerbaijan,0
2017,J,Israel,Belarus,1
2017,J,Israel,Belgium,8
2017,J,Israel,Bulgaria,7
2017,J,Israel,Croatia,0
2017,J,Israel,Cyprus,0
2017,J,Israel,Denmark,0
2017,J,Israel,France,6
2017,J,Israel,Germany,0
2017,J,Israel,Greece,0
2017,J,Israel,Hungary,0
2017,J,Israel,Italy,2
2017,J,Israel,Moldova,3
2017,J,Israel,Norway,5
2017,J,Israel,Poland,0
2017,J,Israel,Portugal,12
2017,J,Israel,Romania,0
2017,J,Israel,Spain,0
2017,J,Israel,Sweden,10
2017,J,Israel,The Netherlands,0
2017,J,Israel,Ukraine,4
2017,J,Israel,United Kingdom,0
2017,J,Italy,Armenia,4
2017,J,Italy,Australia,0
2017,J,Italy,Austria,1
2017,J,Italy,Azerbaijan,12
2017,J,Italy,Belarus,0
2017,J,Italy,Belgium,7
2017,J,Italy,Bulgaria,2
2017,J,Italy,Croatia,0
2017,J,Italy,Cyprus,0
2017,J,Italy,Denmark,0
2017,J,Italy,France,6
2017,J,Italy,Germany,0
2017,J,Italy,Greece,0
2017,J,Italy,Hungary,0
2017,J,Italy,Israel,0
2017,J,Italy,Moldova,8
2017,J,Italy,Norway,3
2017,J,Italy,Poland,0
2017,J,Italy,Portugal,5
2017,J,Italy,Romania,0
2017,J,Italy,Spain,0
2017,J,Italy,Sweden,10
2017,J,Italy,The Netherlands,0
2017,J,Italy,Ukraine,0
2017,J,Italy,United Kingdom,0
2017,J,Latvia,Armenia,0
2017,J,Latvia,Australia,5
2017,J,Latvia,Austria,6
2017,J,Latvia,Azerbaijan,0
2017,J,Latvia,Belarus,2
2017,J,Latvia,Belgium,10
2017,J,Latvia,Bulgaria,8
2017,J,Latvia,Croatia,0
2017,J,Latvia,Cyprus,0
2017,J,Latvia,Denmark,0
2017,J,Latvia,France,0
2017,J,Latvia,Germany,0
2017,J,Latvia,Greece,0
2017,J,Latvia,Hungary,0
2017,J,Latvia,Israel,0
2017,J,Latvia,Italy,0
2017,J,Latvia,Moldova,1
2017,J,Latvia,Norway,7
2017,J,Latvia,Poland,0
2017,J,Latvia,Portugal,12
2017,J,Latvia,Romania,3
2017,J,Latvia,Spain,0
2017,J,Latvia,Sweden,0
2017,J,Latvia,The Netherlands,0
2017,J,Latvia,Ukraine,0
2017,J,Latvia,United Kingdom,4
2017,J,Lithuania,Armenia,3
2017,J,Lithuania,Australia,1
2017,J,Lithuania,Austria,5
2017,J,Lithuania,Azerbaijan,0
2017,J,Lithuania,Belarus,0
2017,J,Lithuania,Belgium,4
2017,J,Lithuania,Bulgaria,7
2017,J,Lithuania,Croatia,0
2017,J,Lithuania,Cyprus,0
2017,J,Lithuania,Denmark,0
2017,J,Lithuania,France,0
2017,J,Lithuania,Germany,0
2017,J,Lithuania,Greece,0
2017,J,Lithuania,Hungary,0
2017,J,Lithuania,Israel,0
2017,J,Lithuania,Italy,8
2017,J,Lithuania,Moldova,0
2017,J,Lithuania,Norway,10
2017,J,Lithuania,Poland,0
2017,J,Lithuania,Portugal,12
2017,J,Lithuania,Romania,0
2017,J,Lithuania,Spain,0
2017,J,Lithuania,Sweden,6
2017,J,Lithuania,The Netherlands,2
2017,J,Lithuania,Ukraine,0
2017,J,Lithuania,United Kingdom,0
2017,J,Malta,Armenia,1
2017,J,Malta,Australia,0
2017,J,Malta,Austria,0
2017,J,Malta,Azerbaijan,0
2017,J,Malta,Belarus,2
2017,J,Malta,Belgium,0
2017,J,Malta,Bulgaria,8
2017,J,Malta,Croatia,6
2017,J,Malta,Cyprus,0
2017,J,Malta,Denmark,0
2017,J,Malta,France,4
2017,J,Malta,Germany,0
2017,J,Malta,Greece,0
2017,J,Malta,Hungary,3
2017,J,Malta,Israel,7
2017,J,Malta,Italy,12
2017,J,Malta,Moldova,0
2017,J,Malta,Norway,0
2017,J,Malta,Poland,0
2017,J,Malta,Portugal,10
2017,J,Malta,Romania,5
2017,J,Malta,Spain,0
2017,J,Malta,Sweden,0
2017,J,Malta,The Netherlands,0
2017,J,Malta,Ukraine,0
2017,J,Malta,United Kingdom,0
2017,J,Moldova,Armenia,6
2017,J,Moldova,Australia,4
2017,J,Moldova,Austria,2
2017,J,Moldova,Azerbaijan,5
2017,J,Moldova,Belarus,3
2017,J,Moldova,Belgium,0
2017,J,Moldova,Bulgaria,10
2017,J,Moldova,Croatia,0
2017,J,Moldova,Cyprus,0
2017,J,Moldova,Denmark,0
2017,J,Moldova,France,0
2017,J,Moldova,Germany,0
2017,J,Moldova,Greece,0
2017,J,Moldova,Hungary,1
2017,J,Moldova,Israel,0
2017,J,Moldova,Italy,0
2017,J,Moldova,Norway,0
2017,J,Moldova,Poland,0
2017,J,Moldova,Portugal,7
2017,J,Moldova,Romania,12
2017,J,Moldova,Spain,0
2017,J,Moldova,Sweden,8
2017,J,Moldova,The Netherlands,0
2017,J,Moldova,Ukraine,0
2017,J,Moldova,United Kingdom,0
2017,J,Montenegro,Armenia,4
2017,J,Montenegro,Australia,0
2017,J,Montenegro,Austria,1
2017,J,Montenegro,Azerbaijan,0
2017,J,Montenegro,Belarus,0
2017,J,Montenegro,Belgium,6
2017,J,Montenegro,Bulgaria,2
2017,J,Montenegro,Croatia,5
2017,J,Montenegro,Cyprus,0
2017,J,Montenegro,Denmark,0
2017,J,Montenegro,France,3
2017,J,Montenegro,Germany,0
2017,J,Montenegro,Greece,12
2017,J,Montenegro,Hungary,0
2017,J,Montenegro,Israel,0
2017,J,Montenegro,Italy,8
2017,J,Montenegro,Moldova,0
2017,J,Montenegro,Norway,0
2017,J,Montenegro,Poland,0
2017,J,Montenegro,Portugal,0
2017,J,Montenegro,Romania,10
2017,J,Montenegro,Spain,0
2017,J,Montenegro,Sweden,7
2017,J,Montenegro,The Netherlands,0
2017,J,Montenegro,Ukraine,0
2017,J,Montenegro,United Kingdom,0
2017,J,Norway,Armenia,0
2017,J,Norway,Australia,3
2017,J,Norway,Austria,0
